id,foreignId,high,low,Volume,last,unixTimestamp,bid,ask,openBuys,openSells,prevDay
200,179,1.00098,0.996,28597.62417696,0.99701,1562720317,0.999,1.00097,46,37,1
201,238,0.01799,0.01533,237952.18729116,0.0167,1562720317,0.01652,0.01767,56,288,0.01734
202,1,12893.543,12113.347,1550.67798309,12852.048,1562720317,12865.401,12865.409,3877,1545,12269.769
203,2,124.238,118,4188.66950514,119.827,1562720317,119.491,119.675,481,866,122.858
204,178,0.035,0.03364,6261627.48229469,0.03445,1562720317,0.0344,0.03466,235,305,0.0342
205,226,1,0.99,1134.75805384,1,1562720317,0.99,0.99999,47,26,0.996
206,160,428,410.112,615.69033149,419.248,1562720317,417.751,418.779,185,227,416.443
207,106,106.965,98.552,552.39928588,99.594,1562720317,100.683,101.341,157,222,105.733
208,94,8.128,7.76701,7224.56746922,7.915,1562720317,7.87201,7.932,145,341,7.99953
209,38,0.01355,0.0124,1616082.48204574,0.01331,1562720317,0.01321,0.01347,137,430,0.01297
210,162,0.08079,0.07717,1857574.49292904,0.07777,1562720317,0.07798,0.07854,248,713,0.08006
211,140,0.302,0.29,147485.26697668,0.299,1562720317,0.298,0.299,84,257,0.298
212,48,0.40662,0.39004,569086.68806395,0.39673,1562720317,0.39673,0.397,444,1557,0.4032
213,138,9.987,9.0612,3037.98378027,9.0612,1562720317,9.17219,9.39261,92,206,9.537
214,139,0.00344,0.00311,9904731.16553996,0.00331,1562720317,0.00321,0.00349,150,252,0.00316
215,71,1.00857,0.99916,330596.22679866,1.002,1562720317,1.002,1.00356,263,177,1.00499
216,221,214,200.69,823.45152144,206.191,1562720317,205.136,206.837,215,194,200.69
217,208,0.01661,0.0165,23534.38535536,0.01661,1562720317,0.016,0.01799,31,75,0.0165
218,215,1.005,0.998,24062.07138084,0.998,1562720317,0.99801,1.00609,65,23,0.999
219,67,318.021,303.307,3891.32010761,312.317,1562720317,311.726,312.219,974,760,311.075
220,175,0.29453,0.287,10936.24570796,0.29225,1562720317,0.28944,0.29194,49,78,0.294
221,112,1.66699,1.472,9683.07223111,1.52799,1562720347,1.491,1.538,145,127,1.51
222,179,1.00098,0.996,28597.62417696,0.99701,1562720347,0.999,1.00097,46,37,1
223,238,0.01799,0.01533,237952.18729116,0.0167,1562720347,0.01651,0.01767,55,288,0.01734
224,1,12893.543,12113.347,1550.25747243,12852.048,1562720347,12865.401,12865.407,3876,1544,12270
225,2,124.238,118,4188.66950514,119.827,1562720347,119.492,119.648,482,864,122.858
226,178,0.035,0.03364,6261627.48229469,0.03445,1562720347,0.0344,0.03466,233,306,0.0342
227,226,1,0.99,1134.75805384,1,1562720347,0.99,0.99999,47,26,0.996
228,160,428,410.112,615.69033149,419.248,1562720347,417.805,419.099,186,226,416.443
229,106,106.965,98.552,552.39928588,99.594,1562720347,100.683,101.321,158,222,105.733
230,94,8.128,7.76701,7224.56746922,7.915,1562720347,7.87401,7.931,144,340,7.99953
231,38,0.01355,0.0124,1616082.48204574,0.01331,1562720347,0.01321,0.01347,137,430,0.01297
232,162,0.08079,0.07717,1857574.49292904,0.07777,1562720347,0.07801,0.07855,254,716,0.08006
233,140,0.302,0.29,142485.26697668,0.299,1562720347,0.298,0.299,84,257,0.3
234,48,0.40662,0.39004,569086.68806395,0.39673,1562720347,0.39673,0.397,442,1558,0.4032
235,138,9.987,9.0612,3037.98378027,9.0612,1562720347,9.18901,9.38562,92,206,9.537
236,139,0.00344,0.00311,9904731.16553996,0.00331,1562720347,0.00321,0.00349,149,252,0.00316
237,71,1.00857,0.99916,330596.22679866,1.002,1562720347,1.002,1.00356,263,177,1.00499
238,221,214,200.69,823.45152144,206.191,1562720347,205.196,206.837,214,194,200.69
239,208,0.01661,0.0165,23534.38535536,0.01661,1562720347,0.016,0.01799,31,75,0.0165
240,215,1.005,0.998,24062.07138084,0.998,1562720347,0.99801,1.00609,65,23,0.999
241,67,318.021,303.307,3891.32010761,312.317,1562720347,311.725,312.225,971,762,311.075
242,175,0.29453,0.287,10936.24570796,0.29225,1562720347,0.28948,0.29196,48,78,0.294
243,112,1.66699,1.472,9683.07223111,1.52799,1562720377,1.491,1.52946,145,127,1.51
244,179,1.00098,0.996,28597.62417696,0.99701,1562720377,0.999,1.00097,46,37,1
245,238,0.01799,0.01533,237952.18729116,0.0167,1562720377,0.01651,0.01767,55,288,0.01734
246,1,12893.543,12113.347,1550.33036675,12865.401,1562720377,12865.401,12865.409,3875,1545,12270
247,2,124.238,118,4188.66950514,119.827,1562720377,119.491,119.648,481,863,122.858
248,178,0.035,0.03364,6261627.48229469,0.03445,1562720377,0.0344,0.03466,234,306,0.0342
249,226,1,0.99,1134.75805384,1,1562720377,0.99,0.99999,46,26,0.996
250,160,428,410.112,615.69033149,419.248,1562720377,417.735,419.129,185,225,416.443
251,106,106.965,98.552,552.39928588,99.594,1562720377,100.683,101.321,157,222,105.733
252,94,8.128,7.76701,7224.56746922,7.915,1562720377,7.87501,7.93,145,340,7.99953
253,38,0.01355,0.0124,1616082.48204574,0.01331,1562720377,0.01321,0.01347,137,430,0.01297
254,162,0.08079,0.07717,1857574.49292904,0.07777,1562720377,0.07803,0.07887,254,717,0.08006
255,140,0.302,0.29,142485.26697668,0.299,1562720377,0.298,0.299,83,257,0.3
256,48,0.40662,0.39004,569086.68806395,0.39673,1562720377,0.39673,0.397,442,1556,0.4032
257,138,9.987,9.0612,3037.98378027,9.0612,1562720377,9.19739,9.39387,90,205,9.537
258,139,0.00344,0.00311,9904731.16553996,0.00331,1562720377,0.00321,0.00349,149,252,0.00316
259,71,1.00857,0.99916,330596.22679866,1.002,1562720377,1.002,1.00356,263,177,1.00499
260,221,214,200.69,823.45152144,206.191,1562720377,205.332,206.837,216,194,200.69
261,208,0.01661,0.0165,23534.38535536,0.01661,1562720377,0.016,0.01799,31,75,0.0165
262,215,1.005,0.998,24062.07138084,0.998,1562720377,0.99801,1.00609,65,23,0.999
263,67,318.021,303.307,3891.32010761,312.317,1562720377,311.726,312.248,971,761,311.075
264,175,0.29453,0.287,10936.24570796,0.29225,1562720377,0.28965,0.29296,50,81,0.294
265,112,1.66699,1.472,9683.07223111,1.52799,1562720407,1.49215,1.523,146,126,1.51
266,179,1.00098,0.996,28597.62417696,0.99701,1562720407,0.999,1.00097,46,37,1
267,238,0.01799,0.01533,237952.18729116,0.0167,1562720407,0.01651,0.01767,55,288,0.01734
268,1,12893.543,12113.347,1550.28463357,12865.405,1562720407,12865.408,12865.409,3873,1548,12270
269,2,124.238,118,4188.66950514,119.827,1562720407,119.491,119.645,482,863,122.858
270,178,0.035,0.03364,6261627.48229469,0.03445,1562720407,0.0344,0.03464,233,305,0.0342
271,226,1,0.99,1134.75805384,1,1562720407,0.99,0.99999,46,26,0.996
272,160,428,410.112,615.69033149,419.248,1562720407,417.911,419.129,186,225,416.443
273,106,106.965,98.552,552.39928588,99.594,1562720407,100.687,101.311,157,222,105.733
274,94,8.128,7.76701,7224.56746922,7.915,1562720407,7.87701,7.929,145,341,7.99953
275,38,0.01355,0.0124,1616082.48204574,0.01331,1562720407,0.01321,0.01347,136,430,0.01297
276,162,0.08079,0.07717,1857574.49292904,0.07777,1562720407,0.07801,0.07875,252,718,0.08006
277,140,0.302,0.29,142485.26697668,0.299,1562720407,0.298,0.299,83,257,0.3
278,48,0.40662,0.39004,569086.68806395,0.39673,1562720407,0.39673,0.397,442,1558,0.4032
279,138,9.987,9.0612,3037.98378027,9.0612,1562720407,9.20549,9.393,90,205,9.537
280,139,0.00344,0.00311,9904731.16553996,0.00331,1562720407,0.00321,0.00349,149,252,0.00316
281,71,1.00857,0.99916,330619.26619148,1.002,1562720407,1.002,1.00356,264,177,1.00499
282,221,214,202.819,823.74315509,207.819,1562720407,205.777,208,218,195,203.154
283,208,0.01661,0.0165,23534.38535536,0.01661,1562720407,0.016,0.01799,31,75,0.0165
284,215,1.005,0.998,24062.07138084,0.998,1562720407,0.99801,1.00609,65,23,0.999
285,67,318.021,303.307,3891.32010761,312.317,1562720407,312,312.189,972,760,311.075
286,175,0.29453,0.287,10936.24570796,0.29225,1562720407,0.28965,0.29274,50,81,0.294
287,112,1.66699,1.472,9683.07223111,1.52799,1562720437,1.49215,1.56876,146,126,1.51
288,179,1.00098,0.996,28597.62417696,0.99701,1562720437,0.999,1.00097,47,37,1
289,238,0.01799,0.01533,237952.18729116,0.0167,1562720437,0.01651,0.01767,55,288,0.01734
290,1,12893.543,12113.347,1550.29487109,12865.409,1562720437,12858.812,12872.97,3874,1545,12270
291,2,124.238,118,4188.66950514,119.827,1562720437,119.491,119.639,483,861,122.858
292,178,0.035,0.03364,6261627.48229469,0.03445,1562720437,0.0344,0.03464,233,306,0.0342
293,226,1,0.99,1134.75805384,1,1562720437,0.99,0.99999,46,26,0.996
